Population using at least basic drinking-water services (%),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),"Estimated gross galactic income per capita, male",Gross fixed capital formation (% of GGP),"Gross enrolment ratio, primary (% of primary under-age population)",Current health expenditure (% of GGP),Gender Development Index (GDI),Adjusted net savings,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,Population using at least basic sanitation services (%),"Population, urban (%)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)",Employment in services (% of total employment),Gross galactic product (GGP) per capita,Share of seats in senate (% held by female),"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Population with at least some secondary education (% ages 25 and older),Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)","Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Well-Being Index
70.88742506,57.38374464,11.32338565,87.77127749,16981.52536,40.82820035,117.7086695,5.424256372,1.022518312,40.8334882,0.53116471,57.40893491,29413.49781,0.663447363,11.85826031,11.280446746199999,0.7863550402,0.7704913054,91.800531,52.08966956,17.87459305,57.63877528,58.32518244,60.48064955,28166.50851,15.11241784,9.875232811,10.11584661,8.780784794,12.2487101,7413.9319,63.65067365,81.75915324,71.50273984,76.94123099500001,71.73080282,40.19289118,29.386312,0.806884521,0.8296172735,0.047159192
110.0105295,51.24702981,16.20672824,98.80354463,44898.52808,21.67829281,115.3766188,11.2946645,0.99614077,9.792015391,0.689316309,65.63809121,15088.07286,0.886752627,15.13662582,12.77703924,0.751931332,0.848223463,95.88655519,87.22710143,11.30761003,58.11666498,65.96715587,79.25724832,16571.26708,42.77385802,10.75321675,12.56565417,17.43384756,15.52541897,17637.98539,73.503692,207.5053429,70.01186183,81.20566822,88.25201194,75.90336382,36.05915734,0.812198106,0.752920539,0.050369235
103.7804618,44.00817005,15.08975095,105.8022896,34449.95186,38.51857326,121.2079639,9.393067707,1.006778799,41.06946955,0.983831636,83.76464177,30823.04891,0.703742457,13.93767566,12.07475384,0.837961049,0.791419394,102.9765979,63.49986511,19.51276521,80.16295292,85.26138427,53.62442,21442.80126,13.52252784,12.21536396,12.99231121,15.80387784,14.20834343,23113.81175,124.6948858,120.071162,115.972714,104.8086173,105.7293985,46.45380833,34.00246536,0.807035718,0.815543667,0.080812425
77.63269035,50.74712679,15.56296394,77.96450786,25041.10356,31.18160867,108.0171439,6.231147986,0.938470142,12.06222822,0.618767962,65.49755296,25143.25162,0.644584361,10.89714259,7.700926337,0.582227679,0.591039229,53.41373133,67.59554186,16.55893896,55.51932966,63.67838185,45.00834666,18949.7609,20.01859235,5.402233253,9.097374041,10.31596077,11.41358943,6253.633948,26.4216933,63.895247,57.95027125,67.72401427,56.08709631,47.15651956,26.42609455,0.664504884,0.642679369,0.04674979
121.425084,49.42847802,7.008438134,109.8718939,51991.19646,32.68223364,105.9534142,9.91873706,1.037663221,20.5269065,1.04530124,96.22956595,40999.92707,1.046103387,17.14380768,13.25539654,0.953205511,0.914387821,142.0484778,93.82851236,30.3441812,83.40575561,88.49776302,82.49482168,43471.31045,14.93606432,10.31214536,11.11806678,20.38935068,17.84008012,29633.03517,129.3042659,98.41527385,72.67086958,59.92666736,79.96520123,109.0495748,54.39852701,0.94792882,0.985477973,0.176146589
51.73598869,55.55338133,17.23467501,110.361713,24818.04584,8.177301052,77.66186306,13.32124931,0.859474202,-21.93326651,0.486242525,49.90778717,15824.71815,0.525226588,9.26014705,7.053828201,0.508081308,0.420435846,33.87803893,54.61610897,13.3481261,46.66868053,49.12260614,32.35606824,17536.71187,17.43914848,6.108118247,5.088312112,9.835602247,11.75067475,7822.516801,124.2133403,88.69503933,22.90924096,47.09783374,48.69803678,47.02641917,13.48037994,0.454795569,0.497850393,0.045553168
125.6196538,56.99240996,27.52698953,157.6528717,51911.02852,39.88891806,113.4819382,8.590194816,0.997277107,12.05051605,0.949171214,84.69362093,30750.13717,0.936484769,16.82855748,12.90267124,1.02217557,0.887439915,124.6680719,98.53993004,25.96118952,79.4061546,92.59432991,73.41738518,41053.5218,21.398179515,16.30019349,15.80719346,18.28125,15.5664935,23966.11171,137.0898582,101.9194069,137.7791226,139.5745747,115.1542602,73.22810971,39.10068926,1.051538846,0.965042988,0.202098827
80.44816082,57.04205088,14.78189877,165.6213658,28449.13831,30.44839679,128.82678,7.762798572,1.08948291,53.01180409,0.657314047,59.84380234,25818.06694,0.896116952,15.81356292,10.45123865,0.648677434,0.829879299,70.7339201,72.02276272,12.44452753,56.17981103,61.4688057,72.10103561,27611.17496,28.71694033,10.81529784,10.56573334,16.77096717,13.86909383,20456.64149,49.03963195,-13.41011105,97.66982325,88.20879013,110.5567326,54.31681091,35.28383498,0.748960337,0.73301399,0.048453014
108.9224659,42.91250383,15.2470747,109.2413031,47974.28685,29.19009108,119.6892007,9.452410277,1.00697027,19.43868546,1.055823733,87.57247436,35478.76108,0.889594672,18.0342589,12.48125972,0.951647503,0.967120178,137.1579078,105.7005359,20.0420337,83.4967547,88.01437017,66.94748877,24341.38397,19.34046628,12.52089885,12.53821283,19.61561649,16.40352145,21341.75388,116.6776453,146.0127416,86.2485203,101.8811697,97.33845238,64.47997064,40.31136254,0.975801392,0.911906939,0.085176833
119.7323083,43.63186727,17.54869805,88.73787202,67929.52037,29.89786911,114.1235777,8.948656046,1.058208179,25.39167096,1.081525272,91.38876861,56330.23651,1.021695523,19.8435017,14.06984032,1.085519822,0.886045122,130.44623787999998,101.3805655,31.53066527,86.88613923,87.79372865,87.23147799,60122.43621,20.74000682,11.34651849,11.20253704,18.78969569,18.1436337,36872.57546,143.4626846,98.41527385,99.64726265,98.24709953,96.31145784,124.4319215,77.47896785,1.13562294,1.027289683,0.160026914
89.18807153,25.47407807,7.804825538,48.02344482,28461.7411,29.47456337,112.1185473,6.885087147,0.74677789,28.23782794,0.839764511,73.40951183,14578.18944,0.72178898,10.55745461,6.050157716,0.657981443,0.493637164,44.15142566,57.17788483,10.51904722,68.17148692,68.57020909,48.29744313,21125.49351,21.398179515,6.691396753,9.472011258,10.62501672,11.38005053,14955.33822,75.71397857,104.7652487,52.68841066,61.24512115,63.32636303,29.87324949,22.88058135,0.572495006,0.679655942,0.052988563
95.38248388,49.53788377,8.360407085,124.662335,32819.14376,25.28297654,121.471386,7.319892583,1.022518312,17.28192736,0.925976284,81.96364169,24063.28575,0.746751239,16.91764763,12.39975791,0.904830439,0.791735435,96.68402721,90.22683374,10.46695663,79.10107126,84.36158327,74.40594435,19905.75393,29.99559909,9.451637111,10.5018059,15.36001105,14.30675697,21717.66429,120.8437307,132.8733743,59.11109337,76.48606109,59.31899902,19.88792457,24.01803022,0.806884521,0.8296172735,0.065510881
103.3228408,64.15028215,19.84545855,110.3573214,40938.47683,24.76584224,113.2706819,7.846905453,1.134643771,17.7337626,0.894000734,77.45593055,32155.42711,0.839789811,17.05131539,14.92771597,0.889691098,0.852242462,114.1733403,107.6417766,22.40647479,77.64087436,84.28343957,80.24181401,45303.13426,14.34418334,14.05947152,15.55820195,16.44641332,15.78064693,22907.12452,130.4513903,98.41527385,104.968537,105.3291994,100.6701897,47.71149576,23.45152302,0.795654083,0.807197266,0.086498102
97.56105652,59.63379324,18.77562799,181.0089083,29811.85699,36.88149351,116.390478,7.382149092,0.965137803,41.91536714,1.000168882,81.634637,26810.21261,0.821425761,14.3338749,7.962169162,0.737358784,0.709910178,80.18624034,48.76875365,16.68153889,81.38188038,87.80792313,34.96825159,23324.95832,41.32524412,9.756740478,8.714276524,13.51276291,12.85069126,17331.49832,127.58209,121.8866075,68.99929911,80.76059763,50.19650469,48.70863166,32.36511148,0.7387126,0.755662384,0.06739595
84.36671395,55.87188697,16.85134763,180.8201453,33511.60622,33.62328497,106.4254754,8.329399609,1.05703813,10.40195999,0.821487819,72.37448601,26083.56,0.730352897,12.65654068,12.09728771,0.665190115,0.668579757,74.43692888,75.08541412,22.41648026,73.66770025,77.88763849,58.77865759,17401.79043,23.51170044,12.60554822,10.78412185,15.2838054,11.83249328,11881.36742,72.43148168,89.85025349,118.9206061,103.0135511,110.1176004,66.63731459,33.18779351,0.732525645,0.763712028,0.057236596
110.8506005,58.84344113,19.99789787,145.2938642,31094.70089,31.00306255,107.9534935,8.311513434,1.000074335,22.93387221,0.973333778,84.61528247,21474.52947,0.82717323,15.30593667,10.74423751,0.900676232,0.680619182,114.3872837,70.15146092,23.96006983,83.3137369,82.57206651,73.07661122,22988.32368,26.9724958,11.56548436,7.405757518,15.97077576,12.60960475,16698.79285,115.5712839,90.05415108,70.12809447,92.62920102,87.10572063,45.05442316,29.84812269,0.884785013,0.876217564,0.064410248
128.3247138,53.0680922,13.11396491,118.7976532,37109.52897,27.0085191,119.2580961,7.049479363,1.073472585,-0.727116377,0.94489025,82.04372658,31528.105,0.870347055,13.20966075,14.04512557,0.822966086,0.977891145,123.68239170000001,70.18832881,28.48217836,71.56072533,84.14331981,41.79192477,27422.74399,21.398179515,14.11475688,13.30196818,16.73698209,14.69475546,17809.71234,137.7599175,100.8925022,96.22675322,118.4470749,125.3540132,68.10082624,41.3434368,0.8436128,0.89110702,0.085751849
117.8842192,18.60203104,29.87285047,179.0687002,33503.93735,26.62149133,102.9733477,13.28184678,0.869746266,30.60992537,1.009502619,81.34451087,22185.99117,0.756094321,17.52292513,12.69621047,0.790391642,0.84148772,120.4928995,98.64957988,11.46106323,82.54305692,80.48116056,96.44697798,28842.56148,4.723774939,12.52041571,11.35611199,15.53089439,15.01905628,18518.62183,149.7577469,143.3598284,61.65585378,84.47956362,70.32339766,63.10974634,29.9817648,0.720447134,0.875991976,0.06796285
126.5288835,62.14919217,24.0868718,146.445369,60381.44095,25.26427043,116.6330271,10.92348972,1.059472914,23.52964475,1.093419669,82.95455643,51462.82566,1.017942925,19.35043547,15.93380431,1.061348494,1.02199069,119.1633845,111.2952197,24.23052006,85.89652714,88.71645927,86.39854205,67984.44394,21.398179515,12.62621617,14.05720927,19.74141847,19.5675745,34544.52681,145.8055195,170.5977186,115.190496,127.2757184,149.4920153,80.32452963,89.59359884,1.064035511,1.160795962,0.164725799
111.4790515,30.21042778,17.65430566,66.4766602,43987.38812,26.13878901,99.66225204,7.902091898,0.874648586,25.7147017,0.82756824,73.6788496,31852.19745,0.809798543,15.62231728,8.881348752,0.829334727,0.697447176,118.6143336,69.11690707,12.38857037,79.86928949,83.97741659,64.93354458,26073.75396,13.18064482,5.701160494,7.453068955,13.27322054,14.03284957,15116.10685,145.3345668,158.362169,59.24621158,79.65037096,66.31613387,43.04064808,16.48008209,0.708972268,0.908406575,0.057775064
132.9484515,65.53447867,37.33295316,147.5709612,85251.99939,32.19896366,113.7874305,11.15166433,1.038825169,22.80085109,0.962486455,86.38106136,49429.90469,1.114951422,19.23932156,14.34610761,1.094384304,1.062736257,142.3067728,107.3092618,34.13215731,85.59163164,94.60862102,89.2545392,66558.08605,48.96205413,16.17270565,13.87199404,20.46331471,19.74554443,38327.9498,160.3858101,231.5979302,115.1006921,126.739385,83.22365683,80.56624628,63.0739384,1.057714705,1.021057456,0.215612884
58.5673274,55.15862686,18.46315764,108.7908459,12690.73647,21.97667004,107.2096679,7.425822601,0.927234474,18.88394937,0.63723756,62.57938028,15036.958,0.592749613,13.00122365,7.23494645,0.568089701,0.597995436,66.14182888,47.15917152,12.73498438,56.8372801,65.42282973,54.71130653,17641.41827,19.34046651,8.078943421,8.827974425,11.68702928,11.24496702,2265.068568,43.33619965,85.34495702,52.67144888,52.39675689,51.1984824,61.68276726,29.70644419,0.474474999,0.566919154,0.046844481
97.82426847,54.5335317,9.624720772,147.7358121,24178.35802,24.52060316,112.3095724,7.578579459,0.99770104,14.19876801,0.840677558,77.44357081,22297.4824,0.587410691,16.35532652,11.69335959,0.630593862,0.857555089,119.2573343,62.26948077,17.91112073,70.70286338,81.56207188,48.97342346,23206.50679,11.58658677,13.33451815,13.17044802,14.29320117,12.57238415,15749.72299,143.3122155,41.25478108,104.8210743,111.2005882,115.4959139,71.40248894,25.89248739,0.744066333,0.717860764,0.067572491
101.9217522,46.88809411,16.22954267,272.7044899,32590.32179,30.57505104,119.2780793,4.642996763,1.030183775,19.37692909,0.876824617,75.26791285,32435.78064,0.801653084,15.39155204,10.58265971,0.796827854,0.797590361,115.065439,48.04313975,17.36748614,69.8573032,74.79593026,76.63918206,16065.73498,26.66493924,8.620056185,11.4162813,15.8851773,13.44419653,12221.31717,108.9288137,151.9234099,79.92721232,65.44056608,91.63956029,44.61492821,39.14492923,0.728580976,0.699332919,0.057227242
109.9802876,57.28474961,14.97531972,123.8469873,67532.60706,27.66733493,110.4098269,12.33114902,1.068047328,22.36622928,1.003178668,88.71053966,50921.91662,1.062818036,18.26479791,12.42305309,0.939651733,0.939894771,134.5025131,99.13664484,31.8498512,83.07281022,98.84114704,81.14320207,52151.23835,21.39097962,13.83032545,13.80674184,19.47073427,17.98388717,36555.56454,118.324614,98.41527385,100.8693721,99.27983456,97.35062646,72.73799923,30.72785954,1.115934527,1.007637613,0.184207016
107.9271038,59.5758507,16.31942936,129.2945436,41850.85353,28.45123215,114.496563,8.038353591,1.018223746,3.772597943,0.997305375,84.06805946,22791.66852,0.881487589,16.08592586,10.27375626,0.857716349,0.913183127,116.6939686,51.5344441,18.10339717,83.8058209,84.23622197,72.33202387,23828.21912,26.3141437,9.003989179,7.985056174,17.87718848,14.36551517,14751.44,124.2133403,144.9402636,71.50273984,76.94123099500001,71.73080282,57.33775286,24.67095091,0.783849543,0.819518182,0.07309009
54.58173042,53.43476152,14.58879609,134.7561744,25640.11057,27.63733512,80.9958662,4.048198983,0.940751218,28.75080919,0.808005075,69.45353076,27563.63091,0.726206093,8.968845607,6.687603276,0.50010826,0.51292503,60.88955233,20.78438363,11.02403293,65.81568316,71.72065148,47.60389254,20122.04314,7.782705301,5.794397812,8.284389736,9.042842894,10.2625885,14430.37853,25.95947391,92.25659504,38.3411049,53.90508606,43.38656719,56.61928085,10.7531267,0.548791882,0.605176822,0.043681279
126.8460625,50.32319146,24.58986864,124.8177144,53059.93013,29.94118021,130.8772808,10.99085574,1.07010054,16.37338392,1.035895292,84.46342602,44412.64238,1.009934138,16.90443819,10.5214869,0.865422623,0.898841586,126.1575213,77.40065419,31.21807815,84.69554429,89.09494037,66.8350108,38087.13459,27.75424281,9.548628018,8.945769326,20.94008126,18.26438042,31439.30896,134.1432819,98.41527385,63.89621363,48.79430418,69.47750073,130.1778194,31.1917133,0.858068374,0.878224081,0.134373367
116.4274879,47.66938337,22.52468692,185.1456615,41553.59992,30.19365083,125.2295151,11.18212352,1.044337659,27.14357392,1.023882325,85.75354004,13067.97258,0.974887327,15.47537951,9.969913489,0.81939659,0.80343331,124.7901446,95.70194054,14.32804671,87.94836974,85.87326071,67.34714346,21023.70013,23.98834745,8.880443244,9.019186409,13.4772598,13.59577114,16407.06374,124.2133403,72.12047471,66.21295536,87.98960866,75.33457862,53.84776249,43.12549954,0.800373844,0.919906818,0.078085693
121.3135921,58.31120498,16.29333532,88.5638728,39600.45321,31.89956366,115.5868803,11.22555849,1.026417803,20.84457435,1.104376811,92.10053439,50711.08694,1.077311963,23.2594911,14.7533111,1.083769766,1.156470861,140.5741597,93.86673565,24.38358799,90.21308195,91.13381297,95.80849998,57317.53066,34.17057566,16.03834807,14.99244276,25.12714374,20.73777416,26907.42489,138.2849128,172.2804454,136.6395129,110.0536625,110.6508932,77.31020868,82.87067722,1.154599631,1.051274435,0.187022003
108.9265139,44.6130616,12.38533569,137.1884475,27075.42083,28.29744462,120.6102784,6.083014555,1.000007437,27.10119174,0.742408275,80.16582289,15332.43183,0.828977074,12.5507974,10.04827104,0.770682597,0.805523125,61.88049503,76.81700761,11.68628837,72.91748752,78.98695676,59.51796628,19336.12861,23.15961545,8.135373975,10.63182263,13.22197435,14.55316685,20109.75934,136.8150391,106.7978063,60.80835724,65.21319216,61.33114957,51.45093722,0.513487129,0.739920738,0.739015416,0.065291511
117.0994208,59.15703274,23.95735629,113.8657298,66334.10983,33.954596,117.8350493,9.357187283,1.104254435,34.07161098,1.140282857,91.36916122,47521.54277,1.071269729,21.91058736,13.79374055,0.984970038,0.916948636,120.3320209,102.6657775,33.83750614,83.89319052,94.67571468,81.16508063,54936.91438,42.38276375,13.74766667,12.64859829,21.31096024,20.65418196,38869.77095,122.623457,98.41527385,122.3332148,122.7182013,64.82327954,108.4463147,77.60814204,1.095013314,1.012749184,0.238292067
126.6990083,65.97967922,19.20144336,162.9935386,37573.02776,34.5773761,133.003865,8.937725736,1.141639012,20.96993886,0.937413684,75.52555898,42108.9864,0.914433918,18.7624311,16.35269013,0.990893912,1.055213675,132.1487014,95.48181014,34.35977201,76.00962307,85.85175932,75.99545024,38230.39135,33.81305764,14.52875009,13.77852339,17.33091396,17.38979538,23191.33038,118.5543983,98.41527385,135.5155602,99.30163627,108.8998082,97.9983311,66.84446342,0.908140122,0.923370116,0.103239024
110.2112384,60.24787247,6.378806722,112.8589859,37461.77542,23.00651542,108.1899305,8.26353698,0.965434603,16.16199156,0.897711301,71.65595,24108.01752,0.780585629,10.60855229,8.383322104,0.822654685,0.51071627,91.12738422,71.82046508,18.39736114,75.01874001,84.31922403,52.37425536,25685.78096,18.45698523,7.423609014,7.705781038,11.35891342,11.41600378,22591.1297,84.57535214,100.6939137,68.81181326,44.89069909,48.28841928,37.92577353,29.49887372,0.766393907,0.703481878,0.051902963
52.63631353,53.45828459,20.3386942,46.81341163,8312.631184,26.8921261,87.81984856,7.123678188,1.001394538,24.24207387,0.665221773,64.36128754,17392.04256,0.684696743,11.24450272,8.322013033,0.510362506,0.514637565,47.25536562,36.79073844,11.83392474,59.03227307,62.43812115,31.4539202,23553.1278,21.398179515,8.270755651,8.336290652,10.03087571,10.35335561,15794.22561,38.83428741,68.73708908,47.38401708,37.69606632,36.61191242,80.91675811,12.57381798,0.528327851,0.562065709,0.048055712
112.103716,53.39143086,15.07870987,134.8756381,53667.12641,34.85021315,110.0573306,10.65431818,1.069738989,22.74215092,1.150900487,86.33605384,31377.78961,1.023445452,17.62006261,16.26009013,1.034837179,0.963614705,134.2895535,78.0710003,29.65699664,81.78745293,89.27852991,61.62036478,41475.8962,21.398179515,15.47004958,16.58737454,19.37575318,17.4852508,35734.47188,124.710345,98.41527385,136.0576859,131.2620943,109.7165627,132.7054343,41.80729755,0.92087762,0.924777408,0.22463906
75.21440417,67.30532869,19.69161129,172.9716153,4842.917173,31.0843176,103.1850742,5.258291986,0.97291887,11.45485211,0.710312843,67.78571839,17487.49355,0.580905742,8.532773232,9.8614177,0.620432157,0.556849191,17.47526347,64.90386164,10.1866713,61.19279334,70.43013727,43.13756669,24971.1727,21.398179515,7.265092251,8.748120367,13.00502801,13.39407282,9270.676079,47.10802677,83.10230332,74.46548052,82.61570682,87.31503463,53.4847187,27.6631577,0.606777448,0.665041684,0.049527347
111.2296806,63.01637263,18.32758653,157.2285243,39559.81611,22.9942099,120.7635314,5.022773782,1.063561989,-8.128205285,0.79215457,72.70315992,37025.59973,0.816469079,17.54788428,14.20393985,0.866098897,0.88585752,120.8178132,72.42212266,18.35959055,64.13395964,82.58388646,62.30408816,28463.09257,24.3108211,14.43128466,13.09723945,15.91927149,14.95732087,18809.8859,137.4315486,53.1261268,127.7482595,94.69937569,109.8220061,78.38061678,38.63366297,0.767223239,0.852910242,0.068226462
113.9139353,54.19686437,17.45725659,147.7349309,43952.00619,35.01531262,123.1427247,8.019407196,1.018935132,17.22948285,0.941933673,74.86639744,32075.77329,0.884841504,17.96705542,14.39195923,0.92168778,0.88650989,126.6197006,62.50997909,24.24875641,75.29402501,91.85248007,81.18991086,33594.46284,23.73612853,15.33132388,13.91464786,17.36163236,17.57062418,28954.35268,122.7411508,98.41527385,122.2669044,114.0675732,125.8170694,62.43497766,35.9654699,0.941685266,0.941118513,0.129479397
123.0880271,46.56115423,20.60922697,104.1025499,37586.94234,35.34742498,110.9438243,9.620653262,1.059592729,4.419404873,1.061596166,85.12897651,21120.5522,0.679580093,15.27995569,13.22865769,0.779531025,0.950647881,124.0763245,96.10834111,21.09116438,72.4552999,81.19854576,51.95023555,28308.67325,11.730683,17.64459604,12.70593636,14.62676697,14.73888466,21004.92683,126.5995156,68.96201465,112.426239,116.716347,112.8104547,65.94635757,18.2970658,0.834896516,0.837501265,0.081248236
118.193388,50.08081979,13.83022355,75.27052979,40965.19256,20.37116272,146.1716522,11.73795965,1.054677669,21.66733195,1.005831742,82.84332207,31240.2336,0.849020394,18.42396455,12.01561197,1.010076724,0.894291975,105.7652294,104.2455819,21.85191816,71.9811007,87.71658227,86.79052984,40391.13137,30.57205186,13.35822561,11.58411488,19.64373587,17.2954967,22108.76569,124.2133403,77.66522177,60.94166507,78.16571694,77.56142412,45.65729781,23.26580526,0.961783213,0.975367648,0.074762077
