ID,Pred_well_being_index
566109,0.06797658
449130,0.05241512
410883,0.04384561
523594,0.050432872
467612,0.05241512
607267,0.042618323
477529,0.04384561
520504,0.043537464
818746,0.04384561
728709,0.2928795
706557,0.29393414
802110,0.30054316
362847,0.28158158
670489,0.09666234
607816,0.07439259
218533,0.07597416
436175,0.06937863
996480,0.06694658
674629,0.109650716
315096,0.08158006
273408,0.082871586
477191,0.052646544
576190,0.044214252
828139,0.052783765
600713,0.044214252
428403,0.069453456
304094,0.062851645
276721,0.064073384
948606,0.067084186
380515,0.066124305
858103,0.06530736
122754,0.0711399
543289,0.06619685
831291,0.056861617
118939,0.05740526
220363,0.05881116
173635,0.061605025
972059,0.06445408
429032,0.06220384
252701,0.062476303
722273,0.06575057
843913,0.060469147
749618,0.121657565
955667,0.08463584
835936,0.12396258
942469,0.14074884
316877,0.17208998
620029,0.14943674
317713,0.18380529
685284,0.053476926
696586,0.059823938
498631,0.06384637
663245,0.06628073
143057,0.06068007
101728,0.0896031
310627,0.0828791
933005,0.11887081
282099,0.05474522
490417,0.055746645
999488,0.05277881
905329,0.059490267
917542,0.06457878
227260,0.062306784
227650,0.058118254
244353,0.058391362
212817,0.19138812
219248,0.18623316
313943,0.17921443
170351,0.17206474
427395,0.06848952
928568,0.076232806
207843,0.042565126
512289,0.052031167
650808,0.14560626
207522,0.11172824
862766,0.11309731
660339,0.13185875
858302,0.055657353
469416,0.056826446
911794,0.060444895
239716,0.051124454
459239,0.042618323
603034,0.042524286
367299,0.042524286
498594,0.042524286
226241,0.042524286
228237,0.042325
576596,0.042524286
208822,0.042524286
102017,0.070030555
643195,0.08285118
692675,0.08394987
755692,0.120558314
658623,0.21445662
110809,0.20970093
237243,0.2195222
737377,0.22240292
882010,0.042524286
680634,0.048742905
539153,0.042618323
911641,0.042524286
199605,0.042524286
772815,0.04269599
455361,0.042524286
293599,0.04325333
829566,0.10900578
306904,0.08563026
823193,0.09898635
223885,0.10052501
278386,0.06934349
102318,0.052141253
564262,0.08168739
855826,0.07314188
551029,0.05824205
123086,0.057294715
369139,0.05526031
627211,0.05922424
420041,0.12569718
338014,0.12774962
603810,0.104866475
829884,0.124517046
900508,0.22941358
797378,0.24330604
876950,0.22575957
704538,0.23798566
313848,0.042647522
673799,0.04387596
537348,0.050765615
785274,0.04387596
867874,0.094054386
300381,0.1258772
416838,0.0969523
244087,0.1139932
233039,0.042524286
195469,0.042524286
191997,0.042647522
478248,0.042524286
330585,0.09793858
335460,0.10549658
155842,0.09343344
912619,0.09248377
762789,0.06052937
265062,0.046364903
110767,0.06682713
606899,0.048403822
775295,0.044506207
226101,0.043567814
721055,0.042325
269364,0.04145952
511883,0.048472412
407143,0.05576695
876109,0.0582296
981900,0.053800903
960591,0.060433276
706501,0.06462041
936173,0.06868817
711769,0.056637093
162350,0.06736613
518976,0.058612984
796614,0.06253084
392258,0.066945605
467717,0.042222843
153303,0.05241512
815515,0.052646544
197407,0.052783765
148274,0.057060745
532670,0.042524286
718470,0.053072143
300716,0.04770925
369088,0.08875497
655586,0.07228647
648775,0.06936057
465904,0.12645335
684742,0.04911829
800067,0.04638285
472511,0.044558596
697509,0.052791998
837699,0.061582226
939467,0.05297246
851611,0.05320388
832188,0.05086928
592053,0.042524286
503226,0.04269599
961044,0.042524286
445828,0.050187465
105822,0.05675914
820881,0.053306464
583215,0.053066295
779090,0.057996865
800968,0.24675187
128891,0.24100071
601119,0.24660212
320602,0.24697086
404910,0.20124453
146645,0.19926472
974401,0.20333394
417235,0.19274284
958966,0.23673274
541795,0.22097664
580027,0.24495022
217361,0.25265196
459880,0.043210525
308024,0.043210525
191594,0.042060908
887585,0.051802896
745133,0.11330581
480765,0.05838696
780320,0.06732644
913008,0.072958745
251067,0.05287349
340157,0.05850534
460935,0.065079585
951484,0.05596551
237421,0.1609447
833037,0.11329812
386629,0.14738025
890210,0.16567394
108609,0.14481334
808707,0.18357286
597891,0.18516713
714398,0.17045616
686480,0.23126896
327837,0.23138964
831448,0.25227103
166461,0.22464938
385998,0.05366653
435654,0.04823247
484874,0.047708683
852152,0.05348887
731708,0.04274156
129371,0.05241512
526095,0.050187465
465269,0.051499438
214395,0.055784065
252191,0.0572361
315905,0.062507756
536828,0.073903285
840483,0.042524286
405771,0.042524286
478507,0.05101977
165475,0.043968845
669714,0.07341752
526465,0.07089964
885120,0.08183913
186866,0.07081874
820991,0.06286725
764533,0.063772224
250361,0.05648507
851731,0.063495554
692983,0.14132823
482584,0.13073409
722402,0.13875137
706835,0.1305512
679240,0.052907
608367,0.05241512
415408,0.053772416
772899,0.057236195
172474,0.0418892
882947,0.0418892
909834,0.0418892
564627,0.0418892
366276,0.048717327
711543,0.05102124
557497,0.053322773
294608,0.05892301
893733,0.2636245
142232,0.30546066
516045,0.29089433
376717,0.3022857
238621,0.065096915
216060,0.072324984
301500,0.0733765
824591,0.12893173
294051,0.044430427
907177,0.060712904
235883,0.10443824
326108,0.13869545
137133,0.043921076
348512,0.057110123
950838,0.05516132
979130,0.053098697
277787,0.14924687
145079,0.1804881
763028,0.16830094
713369,0.18085879
453734,0.050270125
134584,0.042647522
562480,0.044093233
691472,0.047088847
916001,0.13929161
313921,0.12593397
428137,0.14287786
889634,0.13212103
210771,0.106965944
327753,0.08939428
756031,0.11680374
220615,0.13886279
76638,0.053770468
334672,0.053202234
557904,0.05520613
989473,0.06906939
968986,0.1639403
655383,0.1779324
933888,0.16759284
172195,0.17558229
304836,0.038640752
280279,0.056193084
955386,0.03694946
167993,0.04926321
695090,0.06531911
708164,0.055153023
565134,0.058909915
342600,0.058588944
667058,0.1842719
962390,0.1896526
955451,0.18388206
355062,0.18400748
992736,0.061637323
922578,0.054468066
980465,0.07357199
882750,0.10172117
169072,0.1868133
771872,0.20092314
164610,0.18060814
138348,0.19918358
463994,0.07213657
201083,0.06960115
232743,0.079376966
846452,0.09265698
387723,0.044214252
906982,0.04384561
418240,0.052783765
639459,0.04433749
649470,0.061192103
409322,0.05980689
571138,0.06225027
842936,0.05344106
174299,0.055718496
691625,0.050782464
361536,0.06202461
631582,0.07332801
522442,0.067365706
463940,0.06427816
259842,0.066735215
509766,0.073886864
444250,0.042524286
845315,0.042524286
901334,0.04269599
187073,0.04269599
574063,0.102521375
331900,0.10225647
579819,0.110230885
918161,0.111888915
879781,0.0418892
167163,0.0418892
710706,0.042524286
589813,0.0418892
13606,0.07628571
606406,0.056843113
956765,0.070737265
907299,0.066163376
563280,0.059640087
821004,0.094367675
558338,0.08716636
951740,0.04693204
665210,0.09301764
119166,0.11433142
100916,0.10388217
336487,0.123092465
578847,0.17135268
230946,0.17326507
325902,0.16390696
283228,0.16729458
503376,0.042325
416635,0.04221614
651816,0.042433415
365842,0.044432845
110272,0.065375
550277,0.08286969
392243,0.08253168
280355,0.0978473
799853,0.14763595
900156,0.095218055
804732,0.10208644
993804,0.118895665
618030,0.05749827
619764,0.053486075
902898,0.055260263
608817,0.0615666
568010,0.042524286
630280,0.042647522
510484,0.042524286
529825,0.04145952
421839,0.057185236
510523,0.052990813
154952,0.09424538
120089,0.103340976
728426,0.035350475
918015,0.03140687
654174,0.032011326
431373,0.030062977
783646,0.21806693
128080,0.19385807
426389,0.18965599
238437,0.19789997
624542,0.20049606
710332,0.2153845
806701,0.26054835
212160,0.20174204
666220,0.071229234
888280,0.07024952
487804,0.07597934
941486,0.077039905
876535,0.06158784
753436,0.06598617
410659,0.07216807
979829,0.06912046
606157,0.042647522
431693,0.042647522
281772,0.042524286
858831,0.042819228
229495,0.042332776
797490,0.04532052
680940,0.042647522
993908,0.043968845
905696,0.06095636
111669,0.070838846
545367,0.06818073
941817,0.06925962
499121,0.08010905
702975,0.09629096
224871,0.115106374
887661,0.12773745
626961,0.14540124
919535,0.15734681
144760,0.14915237
877265,0.15738249
635818,0.040331498
333086,0.038290694
359036,0.03765561
701279,0.03765561
511362,0.04433749
407666,0.04274156
119769,0.050430056
906708,0.05495651
225493,0.0785144
368471,0.055333745
568370,0.08274114
833993,0.08130047
627957,0.05006423
483615,0.050187465
549329,0.05006423
779656,0.052907
175597,0.04884558
873195,0.047998074
665965,0.05379265
366645,0.055494994
918220,0.042524286
683809,0.042524286
370091,0.05006423
934113,0.05006423
530754,0.07836402
136082,0.066797435
604611,0.054989323
162330,0.06929165
683844,0.044975355
491376,0.047522806
986949,0.044152364
673381,0.049936663
973535,0.06029223
337202,0.060774703
973128,0.06868687
325850,0.068163544
284772,0.06256847
472248,0.062461615
114920,0.07482386
485086,0.076485485
541966,0.052538358
572629,0.05351598
273249,0.054179516
526331,0.052907
566579,0.053627864
473544,0.043531176
137341,0.058507457
649979,0.056969073
652643,0.07070213
325449,0.06475044
583929,0.09972694
371149,0.09566325
825682,0.19539948
170388,0.1988357
439276,0.19918732
566381,0.19315554
634058,0.07494703
251236,0.03865586
246959,0.07852561
325891,0.08295529
370746,0.042524286
156637,0.042524286
940018,0.0418892
996324,0.042524286
212979,0.11491234
210538,0.06828939
881904,0.111634545
389587,0.11453003
17112,0.042524286
583782,0.0418892
823832,0.042524286
872042,0.042524286
